ACSSF,2010m1,al,000,0016,0000070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,0,0,273,384,365,366,72,273,667,273,667,0
ACSSF,2010m1,al,000,0016,0000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,0,0,135,728,296,630,273,273,1002,135,996,0
ACSSF,2010m1,al,000,0016,0000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1063,515,273,273,346,880,450,0,0,516,535,76,701,273,609,749,273,749,0
ACSSF,2010m1,al,000,0016,0000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1617,1668,305,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0016,0000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787,1912,515,,,,,,,,,,,1787,1912,2531,2446,203,482,273,273,900,273,900,515
ACSSF,2010m1,al,000,0016,0000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,825,546,18,273,594,411,193,0,0,273,488,119,362,132,95,607,273,607,0
ACSSF,2010m1,al,000,0016,0000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946,2184,1975,2593,180,1023,166,273,1653,220,1619,808,1016,690,273,273,273,878,647,647,273,1946,2184,808,,,,,,,,,,,1946,2184,1975,2593,180,1023,166,273,1653,220,1619,808
ACSSF,2010m1,al,000,0016,0000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4179,4185,281,4179,4185,281,1631,770,178,273,1249,144,355,4179,4185,2508,3575,425,895,150,273,1592,264,1584,281
ACSSF,2010m1,al,000,0016,0000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4179,4184,2507,3412,284,935,273,273,863,121,835,281,1032,417,273,273,273,883,273,273,273,4179,4184,281,,,,,,,,,,,4179,4184,2507,3412,284,935,273,273,863,121,835,281
ACSSF,2010m1,al,000,0016,0000079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1402,1402,,,,,,,,,,,0,1402,4,1987,741,969,273,273,458,273,458,1402
ACSSF,2010m1,al,000,0016,0000080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2572,2784,1269,2572,2784,1269,990,862,375,273,403,974,412,2572,2784,4205,4560,500,1305,273,92,864,273,864,1269
ACSSF,2010m1,al,000,0016,0000081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2572,2784,1269,,,,,,,,,,,2572,2784,4208,4570,729,1418,273,273,1033,273,1033,1269
ACSSF,2010m1,al,000,0016,0000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,0,0,495,616,388,517,273,487,886,68,892,0
ACSSF,2010m1,al,000,0016,0000083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946,1978,234,,,,,,,,,,,1946,1978,1975,1242,235,389,273,273,649,273,649,234
ACSSF,2010m1,al,000,0016,0000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,988,757,44,273,269,305,553,0,0,23,994,240,223,273,120,919,273,919,0
ACSSF,2010m1,al,000,0016,0000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3289,4571,3263,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0016,0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,0,0,495,616,388,517,273,487,886,68,892,0
ACSSF,2010m1,al,000,0016,0000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604,3018,2931,,,,,,,,,,,604,3018,4066,4684,447,858,273,142,523,202,480,2931
ACSSF,2010m1,al,000,0016,0000088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3712,3613,792,,,,,,,,,,,3712,3613,3614,465,311,150,273,273,484,273,484,792
ACSSF,2010m1,al,000,0016,0000089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787,1036,588,,,,,,,,,,,787,1036,1456,1147,143,161,273,23,502,273,502,588
ACSSF,2010m1,al,000,0016,0000090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736,1702,437,,,,,,,,,,,1736,1702,1571,1036,184,512,273,273,536,119,561,437
ACSSF,2010m1,al,000,0016,0000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2729,2975,4016,3769,293,1445,82,113,1896,97,1892,1576,1574,294,273,273,273,1081,325,325,273,2729,2975,1576,2729,2975,1576,1718,468,273,150,1384,592,277,2729,2975,4016,3769,293,1445,82,113,1896,97,1892,1576
ACSSF,2010m1,al,000,0016,0000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6656,6541,2656,,,,,,,,,,,6656,6541,6711,5247,387,613,273,273,709,273,709,2656
ACSSF,2010m1,al,000,0016,0000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2730,3026,1496,2730,3026,1496,1254,704,204,273,123,302,691,2730,3026,3850,3412,625,1211,128,158,1460,273,1460,1496
ACSSF,2010m1,al,000,0016,0000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3366,3077,2744,1341,810,561,273,92,1196,273,1196,1176,1813,187,1145,273,91,1115,252,252,273,3366,3077,1176,3366,3077,1176,1414,1067,365,273,1152,1016,533,3366,3077,2744,1341,810,561,273,92,1196,273,1196,1176
ACSSF,2010m1,al,000,0016,0000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,845,189,965,845,189,1644,745,178,156,1249,144,386,965,845,676,1603,425,369,150,273,1676,264,1668,189
ACSSF,2010m1,al,000,0016,0000096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2833,2847,395,,,,,,,,,,,2833,2847,2990,1255,296,660,273,273,1021,135,1014,395
ACSSF,2010m1,al,000,0016,0000097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3722,3831,1299,,,,,,,,,,,3722,3831,3548,2965,273,665,273,355,654,273,654,1299
ACSSF,2010m1,al,000,0016,0000098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3722,3831,1299,,,,,,,,,,,3722,3831,3598,2787,76,622,273,466,679,273,679,1299
