ACSSF,2010e1,al,000,0043,0000081,88678,6582,6688,4635,10319,13196,15544,8612,5308,2686,3138,1518,443,4162,5847,88678,2310,4760,7557,15718,15824,7626,17388,2777,3456,6673,2884,1705,88678,6582,6688,4635,10319,13196,15544,8612,5308,2686,15108,88678,7070,7557,15718,15824,7626,17388,6233,6673,4589
ACSSF,2010e1,al,000,0043,0000082,72896,3724,3223,3182,8405,7953,11246,10177,6179,2169,3210,1972,650,5044,5762,72896,2918,6122,9330,9960,11579,4595,11349,1577,3650,5477,4320,2019,72896,3724,3223,3182,8405,7953,11246,10177,6179,2169,16638,72896,9040,9330,9960,11579,4595,11349,5227,5477,6339
ACSSF,2010e1,al,000,0043,0000083,46687,2759,2139,2812,5470,6371,8500,7427,2271,551,1456,601,128,3361,2841,46687,2659,7386,6570,5879,7297,2033,6537,748,1300,3012,2007,1259,46687,2759,2139,2812,5470,6371,8500,7427,2271,551,8387,46687,10045,6570,5879,7297,2033,6537,2048,3012,3266
ACSSF,2010e1,al,000,0043,0000084,66260,3565,3008,4422,5559,9123,10316,8536,4731,1325,2505,1506,615,4830,6219,66260,1843,8754,14881,13549,10025,2881,8175,945,696,3072,701,738,66260,3565,3008,4422,5559,9123,10316,8536,4731,1325,15675,66260,10597,14881,13549,10025,2881,8175,1641,3072,1439
ACSSF,2010e1,al,000,0043,0000085,34619,506,880,1495,2227,2484,7739,6820,4514,2055,2575,790,257,1010,1267,34619,906,2954,4784,6145,7287,2078,5605,1053,783,1337,817,870,34619,506,880,1495,2227,2484,7739,6820,4514,2055,5899,34619,3860,4784,6145,7287,2078,5605,1836,1337,1687
ACSSF,2010e1,al,000,0043,0000086,72896,3724,3223,3182,8405,7953,11246,10177,6179,2169,3210,1972,650,5044,5762,72896,2918,6122,9330,9960,11579,4595,11349,1577,3650,5477,4320,2019,72896,3724,3223,3182,8405,7953,11246,10177,6179,2169,16638,72896,9040,9330,9960,11579,4595,11349,5227,5477,6339
ACSSF,2010e1,al,000,0043,0000087,81271,4120,2770,2971,7167,7182,13996,11749,8142,3037,4582,1884,462,5468,7741,81271,981,5239,13089,18829,18553,4311,11694,787,1050,3079,2580,1079,81271,4120,2770,2971,7167,7182,13996,11749,8142,3037,20137,81271,6220,13089,18829,18553,4311,11694,1837,3079,3659
ACSSF,2010e1,al,000,0043,0000088,21621,1889,1187,1704,1819,2481,4155,1490,1321,568,789,0,73,2728,1417,21621,587,2257,2917,3821,3897,1374,2438,286,363,1727,1274,680,21621,1889,1187,1704,1819,2481,4155,1490,1321,568,5007,21621,2844,2917,3821,3897,1374,2438,649,1727,1954
ACSSF,2010e1,al,000,0043,0000089,27434,1481,1037,1894,2110,2749,4100,4280,2370,490,1288,816,299,1901,2619,27434,722,4383,9022,5858,2810,735,1835,249,250,1023,314,233,27434,1481,1037,1894,2110,2749,4100,4280,2370,490,6923,27434,5105,9022,5858,2810,735,1835,499,1023,547
ACSSF,2010e1,al,000,0043,0000090,30848,1529,880,2262,2725,4499,8085,3377,2374,254,874,901,310,1288,1490,30848,925,1710,1642,3856,5162,3026,6740,1440,1496,3337,822,692,30848,1529,880,2262,2725,4499,8085,3377,2374,254,4863,30848,2635,1642,3856,5162,3026,6740,2936,3337,1514
ACSSF,2010e1,al,000,0043,0000091,77056,2205,2508,3105,6934,8452,12360,11595,6868,4135,6295,2851,635,4841,4272,77056,1749,9675,12116,22202,15866,3663,7030,478,657,1691,816,1113,77056,2205,2508,3105,6934,8452,12360,11595,6868,4135,18894,77056,11424,12116,22202,15866,3663,7030,1135,1691,1929
ACSSF,2010e1,al,000,0043,0000092,103492,5702,5255,3878,11430,12215,18113,15021,8323,2850,3536,3008,1083,7726,5352,103492,2031,5374,9022,13578,19719,7835,22852,5101,4337,9654,3059,930,103492,5702,5255,3878,11430,12215,18113,15021,8323,2850,20705,103492,7405,9022,13578,19719,7835,22852,9438,9654,3989
ACSSF,2010e1,al,000,0043,0000093,54574,2229,2663,3653,7195,6864,9952,7470,4075,1746,1704,1611,885,2046,2481,54574,983,3038,3633,8540,11946,7726,10447,2163,1912,2965,744,477,54574,2229,2663,3653,7195,6864,9952,7470,4075,1746,8727,54574,4021,3633,8540,11946,7726,10447,4075,2965,1221
ACSSF,2010e1,al,000,0043,0000094,157161,10818,8037,9006,16854,20590,25765,18773,9958,5443,7598,3115,929,9581,10694,157161,2958,11720,22204,28733,30602,10177,24496,3735,4519,10255,5176,2586,157161,10818,8037,9006,16854,20590,25765,18773,9958,5443,31917,157161,14678,22204,28733,30602,10177,24496,8254,10255,7762
ACSSF,2010e1,al,000,0043,0000095,94705,3431,2241,3887,7344,11895,17595,14299,6396,3416,4881,2272,782,7260,9006,94705,1000,9956,16088,25190,17926,6579,9465,1231,1473,2632,1300,1865,94705,3431,2241,3887,7344,11895,17595,14299,6396,3416,24201,94705,10956,16088,25190,17926,6579,9465,2704,2632,3165
ACSSF,2010e1,al,000,0043,0000096,80563,3020,3523,4185,10300,10080,14794,8965,6316,3661,4608,1219,914,4504,4474,80563,2461,6284,7811,9371,9156,4792,14752,4364,4117,10120,5141,2194,80563,3020,3523,4185,10300,10080,14794,8965,6316,3661,15719,80563,8745,7811,9371,9156,4792,14752,8481,10120,7335
ACSSF,2010e1,al,000,0043,0000097,36322,499,1055,832,3840,4584,6058,5414,4332,1494,1682,841,297,2385,3009,36322,921,6302,5719,10826,6301,1629,1574,124,626,1342,958,0,36322,499,1055,832,3840,4584,6058,5414,4332,1494,8214,36322,7223,5719,10826,6301,1629,1574,750,1342,958
ACSSF,2010e1,al,000,0043,0000098,45276,2469,2276,2065,5159,6882,8804,5710,3746,1733,992,184,0,2591,2665,45276,755,2049,6622,7321,11619,3332,6547,665,1507,2527,1370,962,45276,2469,2276,2065,5159,6882,8804,5710,3746,1733,6432,45276,2804,6622,7321,11619,3332,6547,2172,2527,2332
