ACSSF,2010e1,al,000,0016,0000081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224257,219203,5054,,,,,,,,,,,224257,219203,159187,49914,2803,5124,0,0,2175,0,2175,5054
ACSSF,2010e1,al,000,0016,0000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183195,175117,8078,,,,,,,,,,,183195,175117,152670,17230,855,1120,0,453,2789,41,2748,8078
ACSSF,2010e1,al,000,0016,0000083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115008,111599,3409,,,,,,,,,,,115008,111599,92225,16371,356,676,0,0,1971,0,1971,3409
ACSSF,2010e1,al,000,0016,0000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152246,146346,5900,152246,146346,5900,3235,1396,26,0,237,352,654,152246,146346,105769,35317,372,1198,0,85,3605,0,3605,5900
ACSSF,2010e1,al,000,0016,0000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78757,70635,8122,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0016,0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183195,175117,8078,,,,,,,,,,,183195,175117,152670,17230,855,1120,0,453,2789,41,2748,8078
ACSSF,2010e1,al,000,0016,0000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211670,204155,7515,,,,,,,,,,,211670,204155,42933,157996,593,1528,0,89,1016,161,855,7515
ACSSF,2010e1,al,000,0016,0000088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62112,59667,2445,,,,,,,,,,,62112,59667,57529,897,331,75,0,0,835,0,835,2445
ACSSF,2010e1,al,000,0016,0000089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66121,64104,2017,,,,,,,,,,,66121,64104,41083,21042,186,872,0,13,908,0,908,2017
ACSSF,2010e1,al,000,0016,0000090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73471,71613,1858,,,,,,,,,,,73471,71613,54965,14509,232,565,0,0,1342,102,1240,1858
ACSSF,2010e1,al,000,0016,0000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172690,162108,102272,50319,399,4686,101,68,4263,61,4202,10582,8553,350,0,0,0,1316,363,363,0,172690,162108,10582,172690,162108,10582,6763,785,0,89,2018,720,207,172690,162108,102272,50319,399,4686,101,68,4263,61,4202,10582
ACSSF,2010e1,al,000,0016,0000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230514,224356,6158,,,,,,,,,,,230514,224356,160201,61058,486,984,0,0,1627,0,1627,6158
ACSSF,2010e1,al,000,0016,0000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123666,119661,4005,123666,119661,4005,1819,1178,119,0,137,286,466,123666,119661,89145,22713,2364,2459,129,136,2715,0,2715,4005
ACSSF,2010e1,al,000,0016,0000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399787,391033,233809,142266,3056,7745,0,55,4102,0,4102,8754,5636,173,756,0,53,1860,276,276,0,399787,391033,8754,399787,391033,8754,3547,1361,490,0,1400,1212,744,399787,391033,233809,142266,3056,7745,0,55,4102,0,4102,8754
ACSSF,2010e1,al,000,0016,0000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227605,219487,8118,227605,219487,8118,4846,884,133,89,1664,89,413,227605,219487,86849,123880,571,4732,90,0,3365,161,3204,8118
ACSSF,2010e1,al,000,0016,0000096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173156,161757,11399,,,,,,,,,,,173156,161757,137236,18894,441,2954,0,0,2232,115,2117,11399
ACSSF,2010e1,al,000,0016,0000097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91209,87512,3697,,,,,,,,,,,91209,87512,44448,40841,0,861,0,339,1023,0,1023,3697
ACSSF,2010e1,al,000,0016,0000098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103827,101512,2315,,,,,,,,,,,103827,101512,81907,17037,47,952,0,272,1297,0,1297,2315
