ACSSF,2010m1,al,000,0055,0000069,,,,,,,,,,,,,,,,,,,,2477,2310,552,464,360,551,693,528,826,730,491,647,689,532,435,714,1434,208,3034,,,,,,,,,,,,,,,,,,,,,,,,,,,2477,2310,803,1241,1015,1499,3034,,,,,,,
ACSSF,2010m1,al,000,0055,0000070,,,,,,,,,,,,,,,,,,,,752,1405,882,481,291,424,378,449,367,530,759,630,539,333,345,486,1211,309,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,752,1405,1014,833,740,1275,1186,,,,,,,
ACSSF,2010m1,al,000,0055,0000071,,,,,,,,,,,,,,,,,,,,629,1477,639,748,566,729,739,634,716,704,622,644,558,565,602,514,1319,621,1520,,,,,,,,,,,,,,,,,,,,997,699,273,488,363,73,651,629,1477,908,723,648,1345,1520,193,350,122,307,168,177,372
ACSSF,2010m1,al,000,0055,0000072,,,,,,,,,,,,,,,,,,,,855,2393,463,607,517,403,448,581,584,579,492,538,461,588,639,679,2620,789,2494,,,,,,,,,,,,,,,,,,,,663,647,243,382,324,337,328,855,2393,684,737,995,2564,2494,,,,,,,
ACSSF,2010m1,al,000,0055,0000073,,,,,,,,,,,,,,,,,,,,2494,1517,407,296,341,373,535,273,242,434,289,274,346,434,494,590,1174,255,2481,,,,,,,,,,,,,,,,,,,,,,,,,,,2494,1517,625,917,897,1298,2481,,,,,,,
ACSSF,2010m1,al,000,0055,0000074,,,,,,,,,,,,,,,,,,,,2632,1996,483,775,481,457,419,556,328,445,578,500,495,392,351,663,904,314,2840,,,,,,,,,,,,,,,,,,,,,,,,,,,2632,1996,885,1048,1009,941,2840,,,,,,,
ACSSF,2010m1,al,000,0055,0000075,,,,,,,,,,,,,,,,,,,,531,1661,548,444,434,505,491,383,598,631,509,496,418,512,464,480,1533,764,1639,,,,,,,,,,,,,,,,,,,,611,484,56,242,143,396,333,531,1661,722,497,397,1622,1639,108,428,128,159,159,416,438
ACSSF,2010m1,al,000,0055,0000076,,,,,,,,,,,,,,,,,,,,2031,1520,427,693,396,447,494,381,606,446,525,441,444,406,275,585,1387,560,1957,,,,,,,,,,,,,,,,,,,,1596,871,172,446,335,236,1234,2031,1520,742,927,772,1335,1957,837,671,327,432,159,310,847
ACSSF,2010m1,al,000,0055,0000077,,,,,,,,,,,,,,,,,,,,2469,1742,292,328,302,350,300,475,218,509,387,321,368,363,452,287,1250,578,2242,,,,,,,,,,,,,,,,,,,,,,,,,,,2469,1742,468,602,865,1426,2242,386,424,356,185,102,146,626
ACSSF,2010m1,al,000,0055,0000078,,,,,,,,,,,,,,,,,,,,2510,1663,534,775,440,483,573,611,382,603,465,496,600,432,470,581,936,572,2435,,,,,,,,,,,,,,,,,,,,748,555,157,411,219,72,481,2510,1663,848,833,562,1141,2435,318,474,182,311,307,251,464
ACSSF,2010m1,al,000,0055,0000079,,,,,,,,,,,,,,,,,,,,575,878,300,554,526,403,283,338,511,470,498,463,461,580,617,435,527,153,907,,,,,,,,,,,,,,,,,,,,,,,,,,,575,878,510,984,861,548,907,,,,,,,
ACSSF,2010m1,al,000,0055,0000080,,,,,,,,,,,,,,,,,,,,4016,2459,687,346,764,538,345,277,456,348,452,462,380,416,346,756,1951,549,3529,,,,,,,,,,,,,,,,,,,,,,,,,,,4016,2459,762,1320,1129,1956,3529,1195,768,227,478,435,592,899
ACSSF,2010m1,al,000,0055,0000081,,,,,,,,,,,,,,,,,,,,3862,2024,657,1137,745,686,759,826,901,825,917,428,620,794,635,520,1062,359,3733,,,,,,,,,,,,,,,,,,,,,,,,,,,3862,2024,1225,1664,888,1135,3733,,,,,,,
ACSSF,2010m1,al,000,0055,0000082,,,,,,,,,,,,,,,,,,,,895,1775,606,1030,581,761,385,796,983,979,1132,650,520,726,571,801,1457,805,1795,,,,,,,,,,,,,,,,,,,,748,663,67,379,305,198,477,895,1775,1167,975,747,1566,1795,,,,,,,
ACSSF,2010m1,al,000,0055,0000083,,,,,,,,,,,,,,,,,,,,1938,1251,683,339,528,430,341,339,394,559,559,578,367,439,524,379,729,335,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,1938,1251,640,765,569,806,1779,,,,,,,
ACSSF,2010m1,al,000,0055,0000084,,,,,,,,,,,,,,,,,,,,413,927,362,420,328,333,377,604,400,531,352,327,297,368,350,393,669,222,867,,,,,,,,,,,,,,,,,,,,892,732,187,504,421,106,383,413,927,529,541,427,726,867,448,691,101,324,592,444,395
ACSSF,2010m1,al,000,0055,0000085,,,,,,,,,,,,,,,,,,,,4772,2081,703,506,344,472,265,364,408,423,277,497,522,403,409,400,901,276,3558,,,,,,,,,,,,,,,,,,,,,,,,,,,4772,2081,920,1429,809,943,3558,3240,1581,1224,650,401,333,2109
ACSSF,2010m1,al,000,0055,0000086,,,,,,,,,,,,,,,,,,,,895,1775,606,1030,581,761,385,796,983,979,1132,650,520,726,571,801,1457,805,1795,,,,,,,,,,,,,,,,,,,,748,663,67,379,305,198,477,895,1775,1167,975,747,1566,1795,,,,,,,
ACSSF,2010m1,al,000,0055,0000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3994,1491,467,506,352,1418,3694,,,,,,,
ACSSF,2010m1,al,000,0055,0000088,,,,,,,,,,,,,,,,,,,,3399,2023,375,497,310,427,286,232,465,382,467,521,716,325,317,376,1272,292,2634,,,,,,,,,,,,,,,,,,,,,,,,,,,3399,2023,608,1041,963,1269,2634,786,450,97,264,284,122,439
ACSSF,2010m1,al,000,0055,0000089,,,,,,,,,,,,,,,,,,,,1436,987,200,165,128,213,180,676,233,251,152,185,154,221,240,326,320,104,1184,,,,,,,,,,,,,,,,,,,,442,307,96,183,87,273,244,1436,987,283,756,373,336,1184,590,293,94,114,148,147,405
ACSSF,2010m1,al,000,0055,0000090,,,,,,,,,,,,,,,,,,,,1727,1278,453,496,198,354,429,477,302,458,418,157,409,269,242,463,553,329,1332,,,,,,,,,,,,,,,,,,,,,,,,,,,1727,1278,672,540,325,680,1332,,,,,,,
ACSSF,2010m1,al,000,0055,0000091,,,,,,,,,,,,,,,,,,,,4056,2428,416,507,597,518,508,472,335,470,916,403,379,409,461,451,1389,497,2914,,,,,,,,,,,,,,,,,,,,1957,1387,432,937,259,284,953,4056,2428,714,1606,802,1507,2914,1462,725,448,360,139,304,1239
