ACSSF,2010m1,al,000,0051,0000031,4,1631,1574,215,2889,2940,427,1330,1330,273,1094,1094,273,1639,1654,123,439,1541,1173,992,929,686,1220,834,931,777,800,921,2889,1455,1337,1169,637,988,1709,1426,1307,560,1087,1330,861,545,545,273,563,980,539,360,389,756,1094,650,139,80,120,632,826,204,204,273,818,1639,1060,917,749,431,552,1192,823,739,299,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000032,429,3472,3310,844,3936,3684,885,708,708,273,1341,1303,163,2134,2043,269,714,3473,2011,2315,1957,1235,2044,2189,2588,2585,929,1934,3936,2144,2097,2043,382,1265,2319,1862,1890,323,1566,708,548,446,436,115,334,440,249,191,127,365,1341,744,193,195,64,747,1012,597,596,70,882,2134,1370,1148,1079,343,548,1444,1069,996,599,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000033,361,1699,1699,273,2283,2143,747,881,881,273,1012,1012,273,1911,1900,62,512,1738,1405,905,696,628,1000,818,691,774,649,502,2283,1292,1360,1219,406,898,1322,1058,1045,602,967,881,754,342,342,273,644,494,455,449,72,184,1012,425,176,128,119,378,820,151,159,70,836,1911,1049,656,572,437,796,1289,741,721,240,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000034,2513,4121,4045,1750,4362,4170,1194,1493,1406,341,1998,1990,196,3264,3265,404,2635,4214,3146,2893,2578,1381,2401,2615,2291,2080,1210,1984,4362,2252,1961,1867,800,1246,2262,1607,1661,637,1457,1493,1179,1057,969,366,717,794,773,627,482,332,1998,826,486,398,314,674,1592,850,845,106,1288,3264,2002,1452,1301,460,1190,2134,1723,1535,523,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000035,861,955,957,154,1572,1584,339,465,463,65,452,455,51,793,771,200,872,989,761,687,600,298,566,603,523,542,249,488,1572,865,724,710,103,543,860,775,788,127,548,465,274,225,225,273,153,423,357,337,91,187,452,141,41,34,22,131,445,152,143,31,402,793,528,426,365,166,433,568,558,542,170,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000036,3110,2195,2163,834,2856,3027,1860,797,705,526,1015,1015,273,1363,1202,439,3026,2176,1593,1325,1314,169,776,1351,1118,1043,340,1187,2856,1529,1440,1507,507,716,1555,1379,1359,660,1170,797,526,526,526,273,273,683,673,537,430,102,1015,407,273,273,273,407,873,285,285,273,824,1363,752,711,694,186,237,905,726,724,124,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000037,2228,3117,2899,1687,4392,3810,1975,1143,1044,345,1110,1097,255,2393,2419,297,2375,3423,2411,2214,2268,1017,1349,2109,1945,1868,1162,1343,4400,2370,2239,2033,428,1149,2343,2249,2225,398,1507,1143,642,621,593,167,132,929,908,861,312,255,1110,528,324,324,273,516,990,615,597,90,940,2393,1493,1302,1147,421,668,1598,1400,1321,605,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000038,2455,3467,3555,939,3386,3370,1221,1561,1561,273,1533,1520,309,2494,2345,485,2533,3582,2585,2305,2156,1042,1835,2468,2121,2040,939,1791,3386,1892,1804,1850,594,1107,1865,1642,1551,560,1307,1561,916,771,734,426,507,1127,946,751,628,637,1533,731,425,416,118,549,1382,591,566,196,1194,2494,1848,1667,1493,694,884,1744,1239,1229,376,1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000039,3686,3936,3426,1593,4563,4525,955,1353,1333,369,1277,1262,221,2953,2923,422,3645,4081,2312,2032,1838,1011,2037,2768,2227,2153,817,2126,4563,2470,2264,2271,679,1208,2449,2225,2139,584,1464,1353,756,644,569,254,603,1000,803,752,355,720,1277,514,198,198,273,498,1124,453,453,273,1023,2953,1701,1354,1344,263,1030,2130,1478,1534,390,1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000040,1888,3209,3222,781,2374,2235,730,593,593,273,1105,1110,149,1372,1331,137,1870,3127,2287,1645,1501,650,1893,2137,1861,1792,563,2010,2374,1192,1117,1094,283,937,1467,1287,1282,145,1168,593,457,320,299,115,323,349,172,114,94,308,1105,705,150,133,64,688,750,435,435,273,727,1372,899,820,761,302,311,1028,758,686,285,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
